word,embedding
Â»,"[-0.014325033873319626, 0.037432122975587845, 0.03490025922656059, -0.007433615624904633, 0.039210233837366104]"
tv,"[0.0232185460627079, -0.00015170499682426453, -0.02285369671881199, -0.04103989526629448, -0.03582550212740898]"
room,"[0.03137762472033501, -0.010496627539396286, -0.006482254713773727, -0.028658200055360794, -0.037141550332307816]"
operation,"[-0.03740330785512924, -0.04420151934027672, -0.0003774277865886688, 0.04873616620898247, 0.04610741510987282]"
movement,"[-0.04707756265997887, 0.008919276297092438, 0.005991540849208832, -0.03705178573727608, 0.013729002326726913]"
metzger,"[0.02846221998333931, -0.03895667940378189, 0.036461833864450455, 0.005905818194150925, -0.03752969577908516]"
lawyers,"[-0.008349262177944183, 0.007413327693939209, -0.005601871758699417, 0.0351274274289608, -0.02885829284787178]"
kyrgyzstan,"[-0.03522838279604912, -0.0066624172031879425, 0.0004628784954547882, -0.049498774111270905, 0.03061208501458168]"
gaza,"[-0.015072811394929886, -0.01596090942621231, 0.026615630835294724, 0.017822708934545517, -0.049085069447755814]"
further,"[-0.04134974628686905, 0.010590888559818268, 0.044478919357061386, 0.01766166463494301, -0.029721533879637718]"
florida,"[0.02190370485186577, 0.0370313785970211, -0.036409877240657806, -0.04334494099020958, 0.04834568873047829]"
fight,"[0.03864729776978493, -0.030290354043245316, -0.03760575130581856, -0.0019396431744098663, -0.017428256571292877]"
entered,"[-0.017962206155061722, 0.016820017248392105, 0.04286683723330498, -0.03954188898205757, -0.026176655665040016]"
device,"[0.017095495015382767, -0.03449777513742447, -0.027021586894989014, -0.030886948108673096, -0.02224154584109783]"
caused,"[-0.041385579854249954, -0.03436335176229477, 0.016191694885492325, -0.0246579647064209, 0.020904723554849625]"
burk,"[0.014017213135957718, 0.03061915561556816, 0.03950295224785805, -0.045787323266267776, 0.041815388947725296]"
breaking,"[-0.005939602851867676, -0.019210685044527054, -0.016052506864070892, 0.009215056896209717, -0.045330774039030075]"
winning,"[-0.04667569324374199, -0.038508571684360504, 0.04230550304055214, 0.0477936752140522, 0.02461845800280571]"
vote,"[-0.012890420854091644, -0.046613480895757675, -0.013078093528747559, 0.04499125853180885, 0.004813719540834427]"
throwing,"[0.026081208139657974, 0.03942098841071129, 0.04993695393204689, -0.04417921230196953, -0.03482101112604141]"
tell,"[-0.04415621981024742, -0.031455300748348236, -0.001831553876399994, 0.013754677027463913, -0.016663026064634323]"
seven,"[-0.0497845895588398, 0.003086615353822708, -0.019935905933380127, 0.012866172939538956, -0.01975388638675213]"
player,"[0.034702885895967484, -0.027788950130343437, -0.03003392182290554, -0.03620419651269913, -0.002124141901731491]"
pakistani,"[-0.026095880195498466, -0.04568237066268921, 0.04350489750504494, 0.036010194569826126, 0.025156091898679733]"
nway,"[0.03166036680340767, -0.02274179458618164, 0.004391718655824661, -0.04871088266372681, 0.04404599592089653]"
leaving,"[-0.020011162385344505, 0.014059517532587051, -0.037472426891326904, 0.040046799927949905, -0.023980379104614258]"
fernandez,"[-0.02093980275094509, -0.003365684300661087, 0.023832011967897415, 0.04821578040719032, 0.023020099848508835]"
event,"[0.014361385256052017, 0.04265716299414635, -0.023087406530976295, -0.0033699646592140198, 0.0008777156472206116]"
defense,"[-0.016987182199954987, 0.04517581686377525, -0.040792834013700485, -0.00642157718539238, -0.03524080663919449]"
chris,"[0.04965395852923393, -1.6771256923675537e-05, -0.006970655173063278, 0.041673991829156876, -0.0199698805809021]"
calls,"[-0.04136338084936142, 0.028183232992887497, -0.0491810217499733, -0.02563256025314331, -0.013519395142793655]"
appeared,"[0.002458978444337845, 0.004793800413608551, 0.012611854821443558, -0.046348847448825836, 0.006177283823490143]"
40,"[0.0461227186024189, -0.022346818819642067, 0.00040132924914360046, 0.035357359796762466, -0.0180099718272686]"
senate,"[0.04279141500592232, -0.010021425783634186, -0.02871105633676052, -0.008465420454740524, 0.0498342402279377]"
scored,"[-0.03639783710241318, -0.0015933401882648468, 0.014405403286218643, 0.014944974333047867, -0.005152929574251175]"
quake,"[0.031161371618509293, 0.007550932466983795, 0.04987258091568947, -0.02761991135776043, -0.014650177210569382]"
nuclear,"[-0.024087298661470413, 0.04455773904919624, 0.032259251922369, 0.04404618963599205, -0.029412580654025078]"
mclaren,"[0.015186820179224014, -0.020582783967256546, 0.046617839485406876, -0.0272082332521677, 0.0031271465122699738]"
james,"[0.03765692934393883, 0.026646342128515244, 0.03503302112221718, -0.015231333673000336, 0.049697164446115494]"
hospital,"[0.0017912499606609344, 0.01290212944149971, -0.03656031936407089, -0.01363208144903183, -0.0009604692459106445]"
health,"[-0.031320929527282715, 0.020027760416269302, -0.03899358585476875, 0.01811688020825386, -0.04716360569000244]"
game,"[0.03667319193482399, 0.011034607887268066, -0.010881304740905762, -0.009649671614170074, 0.004582025110721588]"
films,"[-0.030220497399568558, 0.010660778731107712, 0.027584362775087357, 0.03702901676297188, 0.024269763380289078]"
fighting,"[-0.0037033185362815857, -0.006964147090911865, 0.047419872134923935, 0.031476940959692, -0.03565385192632675]"
chief,"[-0.03667273372411728, 0.03324493393301964, -0.030793214216828346, -0.013613749295473099, -0.008857715874910355]"
central,"[0.01507813110947609, -0.007899295538663864, -0.031617630273103714, 0.036742065101861954, -0.0013941042125225067]"
bring,"[0.018947813659906387, -0.006489109247922897, -0.04169708490371704, 0.026582207530736923, 0.02572624757885933]"
barack,"[0.017451468855142593, 0.023699607700109482, 0.02551816776394844, 0.04826172813773155, -0.030467605218291283]"
uniform,"[-0.03019319847226143, 0.040461067110300064, -0.011670611798763275, -0.0016027316451072693, 0.01629740372300148]"
turn,"[0.04544886574149132, 0.038611721247434616, 0.04419806972146034, -0.0017232894897460938, -0.003239821642637253]"
secretary,"[0.0014928355813026428, -0.03704456239938736, 0.004303824156522751, -0.031258486211299896, 0.049977611750364304]"
pieces,"[-0.029582738876342773, 0.040043141692876816, 0.03071897104382515, 0.00480874627828598, 0.0020366087555885315]"
oakleys,"[-0.04051420837640762, -0.021172190085053444, 0.040311548858881, 0.0321548692882061, 0.00505436584353447]"
making,"[0.01995234563946724, 0.0326521061360836, 0.049400199204683304, -0.027642834931612015, 0.033320095390081406]"
investigators,"[-0.006359148770570755, 0.010830722749233246, -0.043013133108615875, 0.04281020537018776, -0.004593122750520706]"
immediately,"[-0.006586231291294098, 0.0488746277987957, 0.00765671581029892, 0.01005498319864273, 0.012494564056396484]"
however,"[0.021214906126260757, -0.024767328053712845, -0.02253342978656292, -0.005786847323179245, 0.04510417953133583]"
hope,"[0.024522792547941208, 0.007184039801359177, -0.033369243144989014, 0.009518969804048538, 0.020730819553136826]"
happened,"[0.017363999038934708, 0.005761243402957916, -0.007603704929351807, -0.016141068190336227, 0.004228651523590088]"
firm,"[0.03478002920746803, -0.035385679453611374, -0.019227290526032448, -0.04664565250277519, -0.02492237091064453]"
couples,"[-0.014278281480073929, 0.026637401431798935, -0.049903105944395065, -0.028590118512511253, -0.004970919340848923]"
colombia,"[0.011118412017822266, -0.03865792602300644, -0.0074595436453819275, -0.018148578703403473, 0.005284987390041351]"
book,"[-0.02215714566409588, -0.0482083223760128, 0.0009443052113056183, -0.025233913213014603, 0.024727199226617813]"
bmw,"[0.04471404477953911, -0.02131981961429119, -0.04696540907025337, 0.04311630502343178, 0.025428537279367447]"
att,"[0.03526102378964424, 0.01907750591635704, 0.001481570303440094, -0.01700972393155098, -0.04303818941116333]"
administration,"[-0.038192976266145706, 0.0279829241335392, 0.018332485109567642, -0.010439157485961914, -0.002796448767185211]"
squad,"[0.028523895889520645, 0.03418273106217384, 0.03802608326077461, -0.003589428961277008, 0.005002938210964203]"
robert,"[0.00224979966878891, 0.024390485137701035, -0.04605164751410484, -0.049103666096925735, -0.01188952848315239]"
open,"[-0.003747306764125824, -0.02028687112033367, 0.04946822300553322, -0.03810989856719971, -0.04888520389795303]"
front,"[-0.0210502278059721, -0.0023338422179222107, -0.039780329912900925, -0.010102666914463043, -0.008303571492433548]"
details,"[0.002950109541416168, -0.015422116965055466, -0.025029409676790237, 0.04891917482018471, -0.01861029863357544]"
community,"[0.028414573520421982, 0.020326662808656693, -0.03911957889795303, 0.026913750916719437, -0.021976709365844727]"
believed,"[0.01092059537768364, -0.002200353890657425, 0.04558945819735527, -0.01011502742767334, -0.009147144854068756]"
african,"[0.010164476931095123, -0.04107031971216202, -0.01190854236483574, -0.0009248368442058563, -0.02175678126513958]"
spokeswoman,"[0.01507282629609108, -0.0142744779586792, 0.047351863235235214, -0.015457294881343842, 0.007829595357179642]"
money,"[0.02388733997941017, 0.003767680376768112, -0.013399384915828705, -0.03370828926563263, -0.0341765433549881]"
killings,"[-0.007639467716217041, -0.03435313701629639, -0.015891216695308685, -0.04182475805282593, 0.049047503620386124]"
investigating,"[0.006027139723300934, -0.02938467264175415, 0.01862410083413124, -0.04029737785458565, 0.0104842409491539]"
injured,"[0.020503651350736618, 0.03726161643862724, -0.017353832721710205, -0.04164215177297592, -0.036588262766599655]"
given,"[0.024682987481355667, -0.026422977447509766, 0.0023020729422569275, -0.038538169115781784, 0.02274162694811821]"
demonstrations,"[0.012394677847623825, -0.021399451419711113, 0.04235193505883217, 0.014345001429319382, 0.0424925796687603]"
current,"[-0.042221106588840485, 0.04006009176373482, 0.03321727737784386, -0.03890569135546684, 0.016161028295755386]"
countrys,"[0.04908454790711403, 0.007037557661533356, 0.03677326813340187, 0.012691330164670944, 0.007541298866271973]"
carbon,"[-0.002287648618221283, 0.04811878129839897, 0.010286949574947357, -0.019661618396639824, 0.03300734981894493]"
arsenal,"[-0.04209611564874649, -0.041832100600004196, -0.0343206413090229, -0.006451737135648727, 0.015122782438993454]"
april,"[-0.016421757638454437, 0.04669475927948952, -0.025713717564940453, 0.0459548719227314, -0.00993126630783081]"
africa,"[0.019268836826086044, -0.037940047681331635, 0.04413736239075661, 0.048952627927064896, 0.03756837919354439]"
6,"[0.018248628824949265, 0.04951752349734306, 0.004516970366239548, 0.03898245468735695, 0.013315413147211075]"
unable,"[0.021744314581155777, -0.014753568917512894, 0.0209600068628788, 0.035783957690000534, 0.04978543892502785]"
today,"[-0.04021798446774483, 0.03384164348244667, -0.04426981136202812, -0.029675913974642754, -0.010590147227048874]"
tibet,"[0.006019841879606247, -0.04974166303873062, 0.010454334318637848, -0.015606332570314407, -0.012491989880800247]"
sell,"[-0.033633291721343994, -0.026060713455080986, 0.048114728182554245, -0.026745235547423363, 0.047095511108636856]"
recently,"[-0.009762801229953766, 0.010355353355407715, 0.01886710897088051, 0.00815979391336441, 0.03172451630234718]"
rebels,"[0.009771667420864105, -0.049894072115421295, -0.04130125045776367, -0.02831885777413845, -0.04280364513397217]"
princess,"[0.02795008197426796, 0.03267247602343559, 0.008329976350069046, -0.03236907720565796, -0.005335845053195953]"
penalty,"[0.04325481876730919, -0.04680841043591499, 0.049914564937353134, 0.016821596771478653, 0.046717140823602676]"
peer,"[0.022782061249017715, -0.0476238988339901, -0.004641413688659668, -0.025432467460632324, 0.031601402908563614]"
particular,"[-0.0467936173081398, 0.02803773805499077, -0.04029381275177002, -0.016607128083705902, -0.0022506117820739746]"
memorial,"[0.035917844623327255, 0.00848456472158432, 0.014564897865056992, -0.043055202811956406, 0.026544366031885147]"
fellow,"[0.012905631214380264, 0.04587611183524132, -0.04640653356909752, 0.008548259735107422, 0.025131847709417343]"
faith,"[-0.00927659124135971, 0.018511857837438583, 0.0359891913831234, -0.030566930770874023, -0.03302562236785889]"
faces,"[0.018478695303201675, -0.037893712520599365, -0.028984511271119118, -0.04761163145303726, -0.017939306795597076]"
democrats,"[0.031115341931581497, 0.006905246526002884, -0.036902736872434616, 0.039876628667116165, 0.016555380076169968]"
bad,"[-0.04354912042617798, 0.025827933102846146, -0.0415620431303978, 0.0490117110311985, 0.04556344822049141]"
suspect,"[0.04240367189049721, 0.025195661932229996, 0.0299493707716465, -0.03775770589709282, 0.01289818063378334]"
signs,"[0.02785775437951088, -0.02726069651544094, 0.03797764703631401, 0.026369597762823105, -0.04934905841946602]"
sen,"[0.03720761463046074, 0.021708104759454727, -0.01577066257596016, 0.04794759675860405, -0.037544846534729004]"
los,"[0.005658257752656937, 0.038218606263399124, 0.02869267389178276, 0.004637517035007477, -0.006905637681484222]"
june,"[0.02649981901049614, -0.041752588003873825, -0.017067156732082367, -0.01752619817852974, 0.040329013019800186]"
jobs,"[0.012153934687376022, 0.017741922289133072, -0.010832905769348145, -0.023251092061400414, -0.0015373341739177704]"
fire,"[0.039265263825654984, 0.03505093231797218, 0.004834569990634918, -0.037563227117061615, -0.03408435732126236]"
detainees,"[0.03590352460741997, 0.046214353293180466, 0.037422213703393936, 0.03931497409939766, -0.0220106840133667]"
currently,"[0.009469341486692429, 0.0483832024037838, -0.0391809344291687, -0.028969718143343925, -0.004734992980957031]"
angeles,"[-0.020367730408906937, -0.0017343051731586456, 2.2292137145996094e-05, 0.007538866251707077, 0.011409319937229156]"
accident,"[-0.005235802382230759, -0.01375655084848404, 0.020084749907255173, -0.022065699100494385, 0.039277780801057816]"
8,"[0.04848272725939751, -0.027356302365660667, -0.0073759667575359344, -0.04560643434524536, -0.03376591205596924]"
tour,"[-0.02788182534277439, 0.04597977176308632, -0.04193902015686035, 0.02402525022625923, -0.007099427282810211]"
services,"[-0.03556934744119644, 0.038966719061136246, 0.00047082826495170593, 0.0419408418238163, 0.04755444452166557]"
role,"[0.015553105622529984, 0.001877523958683014, -0.013109482824802399, -0.0336589440703392, -0.026592159643769264]"
race,"[-0.00010140985250473022, 0.011549912393093109, 0.025030065327882767, -0.021423399448394775, 0.026864398270845413]"
old,"[0.00398949533700943, 0.012851763516664505, 0.005126930773258209, -0.037843190133571625, -0.017735064029693604]"
limited,"[0.026381243020296097, 0.011178147047758102, 0.01637956127524376, -0.02155277691781521, 0.033893000334501266]"
learned,"[0.045594725757837296, -0.006067287176847458, -0.04001797363162041, 0.023585867136716843, 0.007477164268493652]"
half,"[0.046479273587465286, 0.019410204142332077, 0.044805336743593216, 0.028384093195199966, -0.04204822704195976]"
gospel,"[0.00038220733404159546, 0.015157055109739304, 0.01299271360039711, -0.009785640984773636, -0.03200671821832657]"
gave,"[-0.020883608609437943, -0.04279002174735069, -0.046116508543491364, 0.04334351792931557, 0.0029890425503253937]"
dozens,"[-0.007302451878786087, 0.038686227053403854, 0.03491303697228432, -0.004477120935916901, -0.002153359353542328]"
de,"[-0.03396955877542496, 0.020306553691625595, -0.04133947938680649, -0.045806217938661575, -0.03490496799349785]"
create,"[0.0235942043364048, -0.006197560578584671, -0.0109061598777771, 0.006123613566160202, -0.025299860164523125]"
brief,"[-0.0008005872368812561, 0.03415190055966377, 0.01624232903122902, 0.03747447952628136, -0.029871046543121338]"
box,"[0.03695663437247276, -0.013497449457645416, 0.019987594336271286, -0.01591593027114868, 0.03410697355866432]"
better,"[0.0439244769513607, -0.04672323539853096, 0.045115794986486435, 0.03493156656622887, 0.04632604494690895]"
album,"[-0.032695472240448, -0.010009028017520905, -0.03590258210897446, 0.006845511496067047, 0.0028546079993247986]"
fell,"[-0.006546936929225922, 0.004390798509120941, -0.04703136906027794, -0.03633783012628555, -0.01575983688235283]"
custody,"[-0.026171207427978516, 0.02698897197842598, -0.03689398616552353, -0.02029978111386299, 0.01019430160522461]"
congress,"[-0.04716944694519043, -0.015917979180812836, -0.01574850082397461, 0.005280304700136185, 0.012109734117984772]"
buildings,"[-0.008999370038509369, -0.01670999452471733, 0.013867605477571487, -0.010670769959688187, 0.009281527251005173]"
alabama,"[-0.04133328050374985, 0.03324766084551811, -0.012250114232301712, 0.04457581415772438, -0.03514896705746651]"
suicide,"[-0.03539619594812393, 0.018741656094789505, -0.014713190495967865, 0.0024258382618427277, -0.034224942326545715]"
suffered,"[0.016553770750761032, -0.03163759782910347, -0.02028193511068821, 0.0209890715777874, 0.01681080088019371]"
singer,"[0.02615349367260933, -0.022471988573670387, -0.04669749736785889, -0.038261283189058304, -0.00956587865948677]"
responsibility,"[-0.02722245454788208, 0.024376634508371353, -0.0240915659815073, 0.020292844623327255, -0.03866307809948921]"
murdochs,"[-0.04686986282467842, 0.04796228185296059, 0.03184658661484718, 0.02219105139374733, -0.036214590072631836]"
manchester,"[0.038694512099027634, -0.04933586344122887, 0.02299058809876442, 0.01468605175614357, 0.005776990205049515]"
lankan,"[0.04064849391579628, -0.003693915903568268, -0.011485408991575241, -0.006844509392976761, 0.02241211012005806]"
juszkiewicz,"[-0.039038024842739105, -0.0016724839806556702, -0.014192439615726471, 0.029070403426885605, 0.03902650251984596]"
ive,"[-0.003594599664211273, 0.018333327025175095, 0.04703798517584801, 0.013229336589574814, -0.041647542268037796]"
gerrard,"[-0.02867269515991211, 0.0063378214836120605, 0.027683112770318985, -0.04691089317202568, 0.04808347299695015]"
fourth,"[-0.017094992101192474, -0.037761081010103226, -0.012913383543491364, 0.0394752062857151, 0.022194895893335342]"
forced,"[-0.01585165411233902, -0.010145414620637894, -0.04194899648427963, -0.026709211990237236, -0.00026551634073257446]"
darfur,"[-0.011036932468414307, 0.04872368648648262, -0.041558124125003815, 0.027739334851503372, -0.026695741340517998]"
born,"[0.03837747499346733, -0.04508564621210098, -0.0402187816798687, -0.0491800419986248, 0.0013998635113239288]"
americans,"[0.021146882325410843, -0.027661943808197975, -0.0402563102543354, -0.003013432025909424, 0.01633531227707863]"
allowed,"[-0.04377690702676773, 0.04180237278342247, -0.025054931640625, -0.03299959748983383, 0.013758193701505661]"
age,"[0.02697867527604103, 0.03447071090340614, -0.016910232603549957, 0.030942287296056747, 0.021094325929880142]"
account,"[-0.01518869400024414, 0.01905858889222145, -0.037747643887996674, 0.01765381172299385, 0.022981252521276474]"
50,"[0.021095406264066696, -0.02785893715918064, 0.04449697956442833, 0.008920598775148392, -0.027942955493927002]"
living,"[0.012006960809230804, -0.04265577718615532, 0.027038875967264175, 0.00182274729013443, -0.0044977664947509766]"
leave,"[-0.020658982917666435, 0.039095427840948105, 0.035018954426050186, -0.007466614246368408, -0.023436998948454857]"
iranian,"[-0.017120517790317535, 0.024542536586523056, 0.04287393018603325, 0.029958751052618027, 0.04715860262513161]"
erdogans,"[0.019536007195711136, 0.013094853609800339, -0.03186523914337158, 0.04974006488919258, -0.043548453599214554]"
doesnt,"[-0.004754580557346344, 0.0359901525080204, 0.04431755468249321, -0.002825569361448288, -0.0022007115185260773]"
co2,"[-0.04208110645413399, -0.025252390652894974, -0.04324638843536377, -0.02798360586166382, 0.038559164851903915]"
cargo,"[-0.024300694465637207, -0.0386531725525856, 0.04343200847506523, 0.006271075457334518, -0.009846854954957962]"
burks,"[-0.004502035677433014, 0.025424864143133163, 0.03685187175869942, 0.049541402608156204, 0.015797104686498642]"
buried,"[-0.009128022938966751, 0.016218211501836777, -0.006351567804813385, 0.008017301559448242, 0.01220608875155449]"
26,"[-0.040099967271089554, -0.017396964132785797, 0.012430988252162933, 0.04642334207892418, -0.006134591996669769]"
zuroff,"[0.007267557084560394, -0.038953281939029694, -0.0004918090999126434, -0.04517381265759468, -0.04826011881232262]"
responsible,"[-0.024600649252533913, -0.02192589081823826, -0.0481143482029438, 0.007034577429294586, -0.015430174767971039]"
played,"[0.013190869241952896, 0.03306639567017555, 0.03083663061261177, -0.029432201758027077, -0.026835858821868896]"
order,"[0.04318073019385338, -0.04022480174899101, 0.01762409135699272, 0.0120292529463768, -0.02446826733648777]"
onto,"[-0.04844074323773384, -0.017653368413448334, -0.04818161949515343, -0.010707758367061615, -0.04918447881937027]"
loss,"[0.01605210080742836, -0.021618664264678955, -0.02454894781112671, 0.03001943603157997, -0.012245047837495804]"
largest,"[-0.018605686724185944, 0.0191347636282444, 0.013472508639097214, 0.04041898623108864, -0.022760141640901566]"
kids,"[-0.014275752007961273, -0.020160293206572533, -0.00856698676943779, 0.04962880536913872, -0.0004916079342365265]"
injuries,"[-0.04835240915417671, 0.04977123811841011, 0.021834101527929306, 0.04239983484148979, 0.025706175714731216]"
increase,"[0.00707022100687027, 0.04293574020266533, -0.033980417996644974, 0.024853240698575974, 0.01430833712220192]"
heard,"[-0.0005119554698467255, 0.04336139187216759, 0.0019058696925640106, 0.01371758058667183, -0.022641479969024658]"
displaced,"[0.02667132392525673, 0.015600945800542831, 0.015425276011228561, -0.023540211841464043, -0.04299182817339897]"
developed,"[-0.03711885213851929, -0.014656446874141693, 0.016169380396604538, -0.02407745085656643, 0.035193029791116714]"
cameroon,"[-0.01890723779797554, -0.00935666635632515, -0.013811349868774414, 0.0191274993121624, -0.0017595887184143066]"
autonomy,"[-0.033077143132686615, 0.035502199083566666, -0.020469605922698975, -0.029864443466067314, 0.03643849119544029]"
august,"[-0.003781460225582123, -0.012250244617462158, 0.011026225984096527, 0.013602767139673233, -0.012950681149959564]"
arrest,"[0.03336871787905693, -0.045741450041532516, 0.002581179141998291, -0.03325261175632477, -0.0361136794090271]"
9,"[0.0017511844635009766, 0.004613302648067474, 0.012918304651975632, 0.03773105517029762, -0.011432994157075882]"
seemed,"[-0.0003506764769554138, -0.011130549013614655, -0.008065450936555862, 0.0062354691326618195, -0.023150552064180374]"
protests,"[0.01724759116768837, -0.012971580028533936, 0.030884195119142532, -0.0003923773765563965, -0.02295398712158203]"
powerful,"[0.023117128759622574, 0.0017462372779846191, 0.016024861484766006, 0.01636478677392006, -0.03729505464434624]"
homeland,"[-0.042907919734716415, 0.03855438157916069, 0.029876474291086197, -0.04594036564230919, -0.00803147628903389]"
female,"[0.036543477326631546, -0.03807666152715683, 0.04979259893298149, 0.032481204718351364, 0.020962033420801163]"
exchange,"[0.015165869146585464, 0.03624458238482475, -0.003238905221223831, 0.00684671476483345, -0.0017187967896461487]"
eight,"[0.0016283877193927765, 0.0039706118404865265, 0.03544957563281059, -0.04789506271481514, 0.0020422227680683136]"
david,"[-0.04123489931225777, 0.018466655164957047, 0.0341673381626606, -0.02189192734658718, -0.023439694195985794]"
cut,"[0.023249056190252304, -0.04647243022918701, 0.04599824175238609, -0.016002345830202103, -0.04458194971084595]"
cup,"[0.03698660060763359, 0.03293924406170845, 0.041771236807107925, -0.007677435874938965, -0.022096026688814163]"
brown,"[-0.027758097276091576, -0.02394998073577881, 0.02203470841050148, -0.027579819783568382, -0.03088083304464817]"
attorneys,"[-0.03551938384771347, -0.013153575360774994, 0.03802628442645073, -0.013583075255155563, -0.015439927577972412]"
alaska,"[-0.022812295705080032, 0.01559964194893837, 0.02367924526333809, -0.036329567432403564, -0.03798680379986763]"
adding,"[0.048463452607393265, -0.01683645322918892, -0.010914765298366547, -0.0112394317984581, 0.003922902047634125]"
talks,"[-0.04567365720868111, 0.0023761987686157227, -0.01129162311553955, 0.03204328194260597, 0.034322384744882584]"
rather,"[-0.03180292993783951, -0.04201754182577133, 0.01792081817984581, -0.007084153592586517, 0.04514184221625328]"
rape,"[0.007748950272798538, 0.029524628072977066, -0.0006588920950889587, -0.04856133460998535, 0.045529235154390335]"
pass,"[-0.03735759109258652, 0.012751545757055283, -0.04929241165518761, -0.049694646149873734, 0.02552664652466774]"
material,"[0.018519673496484756, 0.024350609630346298, 0.04606584087014198, 0.03523219749331474, -0.037676502019166946]"
issues,"[0.030987847596406937, 0.04713142290711403, 0.041714560240507126, -0.019082700833678246, 0.042212072759866714]"
interview,"[0.02050488069653511, -0.02464536391198635, 0.029509905725717545, -0.0012965798377990723, 0.0005840547382831573]"
free,"[0.015687350183725357, -0.04504554346203804, -0.018467307090759277, -0.039156459271907806, 0.013557445257902145]"
feet,"[0.04327216371893883, -0.04769110679626465, -0.02276485040783882, 0.010515283793210983, -0.012764416635036469]"
crimes,"[0.012591693550348282, -0.041851162910461426, 0.005849182605743408, 0.03076815977692604, 0.012424908578395844]"
committed,"[-0.015422690659761429, 0.017791282385587692, -0.02933821640908718, -0.012902937829494476, 0.025505390018224716]"
colorado,"[0.04409981891512871, 0.016571883112192154, -0.0077331773936748505, 0.02339014783501625, -0.03784804418683052]"
beginning,"[0.02198897674679756, 0.0401623360812664, 0.017035257071256638, -0.03356900066137314, -0.0008605010807514191]"
action,"[0.027110282331705093, 0.04438615217804909, 0.04048300161957741, -0.01937556266784668, -0.00639420747756958]"
2010,"[0.01092369481921196, -0.017919637262821198, 0.020618688315153122, 0.008836425840854645, -0.020164882764220238]"
2008,"[0.03598708286881447, 0.026369858533143997, -0.03506920486688614, -0.012808740139007568, 0.037832725793123245]"
substitute,"[-0.010271035134792328, 0.0037960410118103027, 0.04267174378037453, 0.014690864831209183, 0.03451954200863838]"
sign,"[0.02505134418606758, 0.023690175265073776, 0.04728163406252861, -0.03172450140118599, 0.03866474702954292]"
sides,"[-0.03616219758987427, -0.04991764947772026, 0.0034203529357910156, -0.03536564111709595, 0.007496524602174759]"
returned,"[0.04733515903353691, -0.0431022047996521, -0.032864831387996674, -0.009919285774230957, -0.034295618534088135]"
program,"[0.02197429910302162, 0.04799865558743477, -0.028719617053866386, -0.026306986808776855, 0.03401932492852211]"
prizes,"[-0.0008541569113731384, -0.049028825014829636, 0.041956353932619095, 0.04629932716488838, -0.03074857033789158]"
posted,"[-0.04117796570062637, -0.04390764236450195, -0.029396628960967064, 0.016093287616968155, 0.006731677800416946]"
plan,"[-0.007712293416261673, -0.038312576711177826, 0.007774639874696732, 0.008892334997653961, 0.031952153891325]"
paparazzi,"[0.01384461298584938, 0.0010535120964050293, 0.03707866743206978, 0.0006207004189491272, 0.044044289737939835]"
main,"[-0.033115290105342865, -0.022318243980407715, -0.006568741053342819, 0.0017254836857318878, -0.007383633404970169]"
list,"[0.023905251175165176, -0.036307789385318756, -0.044463444501161575, -0.01957761123776436, 0.03157336637377739]"
larry,"[-0.044628988951444626, 7.92965292930603e-05, -0.012499190866947174, 0.029438640922307968, -0.015060365200042725]"
goalkeeper,"[-0.014001451432704926, 0.046258773654699326, -0.033030226826667786, -0.005252182483673096, 0.031104866415262222]"
field,"[0.003934778273105621, 0.04315983131527901, 0.018023137003183365, -0.02974574640393257, 0.024844612926244736]"
facility,"[-0.040651869028806686, 0.04413643851876259, -0.043649423867464066, -0.03634696081280708, -0.020895052701234818]"
else,"[0.04837939515709877, -0.015221070498228073, 0.031121741980314255, 0.034859444946050644, -0.03171340376138687]"
elections,"[-0.006962083280086517, -0.0007038712501525879, 0.00756160169839859, 0.0042309388518333435, -0.005426265299320221]"
debate,"[0.03136381879448891, -0.022976839914917946, 0.025192920118570328, -0.02433418110013008, 0.003437388688325882]"
dawn,"[0.03803363814949989, -0.000738728791475296, 0.01393197849392891, 0.005333282053470612, 0.0021029599010944366]"
census,"[-0.03306903690099716, -0.013483129441738129, 0.0036395899951457977, -0.0073035359382629395, -0.005781710147857666]"
battle,"[0.035111572593450546, 0.01627666875720024, 0.026061061769723892, 0.009696591645479202, -0.035565219819545746]"
300,"[0.008116841316223145, 0.03212792053818703, -0.04785977676510811, -0.041987109929323196, 0.036362793296575546]"
wrong,"[0.0008131638169288635, -0.03504972532391548, -0.03107907809317112, 0.02469686046242714, 0.034283462911844254]"
tournament,"[0.02627810463309288, 0.034070614725351334, -0.005279161036014557, -0.03513847663998604, -0.012357614934444427]"
ridge,"[0.04092792049050331, 0.004922486841678619, -0.03473708778619766, -0.0211782343685627, -0.04542664438486099]"
received,"[-0.030780434608459473, -0.022323084995150566, 0.03249197080731392, 0.04012036696076393, -0.021603954955935478]"
previously,"[-0.03878448158502579, -0.04220804199576378, 0.04969630017876625, 0.037629518657922745, 0.016759801656007767]"
parents,"[0.04922265186905861, 0.025011930614709854, 0.013002220541238785, 0.028546404093503952, 0.02857900783419609]"
milans,"[-0.008808709681034088, -0.04844217374920845, -0.021293247118592262, -0.01913360320031643, -0.041245780885219574]"
launched,"[0.008727777749300003, 0.03590787574648857, 0.032621946185827255, -0.03055521287024021, 0.037414681166410446]"
